City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
351,Basco,20.45,121.97,78.39,87,100,21.16,heavy intensity rain
352,Sonoita,31.85,-112.83,70.0,16,100,1.77,overcast clouds
353,Russell,32.35,-85.2,78.8,61,1,11.41,clear sky
354,Kahului,20.89,-156.47,80.6,61,40,17.22,scattered clouds
355,Karwar,14.8,74.13,78.3,77,3,5.5,clear sky
356,Beringovskiy,63.05,179.32,19.72,96,100,15.57,light snow
357,Mayo,38.89,-76.51,55.99,93,90,14.99,overcast clouds
358,Altay,47.87,88.12,41.13,62,100,7.43,overcast clouds
359,Lai,9.4,16.3,81.03,32,44,3.0,scattered clouds
360,Champoton,19.35,-90.72,84.2,70,20,5.82,few clouds
361,Chegdomyn,51.12,133.02,26.31,98,100,2.57,light snow
362,Ladson,32.99,-80.11,77.0,88,90,5.82,moderate rain
363,Lorengau,-2.02,147.27,82.4,71,99,5.35,overcast clouds
364,Cristalina,-16.77,-47.61,77.11,65,18,2.04,moderate rain
365,Makakilo City,21.35,-158.09,80.6,61,75,9.17,broken clouds
366,Filingue,14.35,3.32,82.35,17,99,5.91,overcast clouds
367,Oga,46.46,10.35,37.99,73,0,2.24,clear sky
368,Bilibino,68.05,166.44,2.25,89,100,5.08,overcast clouds
369,Kuala Terengganu,5.33,103.14,77.0,100,20,2.1,few clouds
370,Gamboula,4.12,15.14,71.94,78,26,1.07,scattered clouds
371,Pekan,3.48,103.4,77.0,94,20,4.7,few clouds
372,Asau,46.43,26.4,37.4,100,0,4.7,clear sky
373,Zatoka,46.07,30.47,46.4,61,75,4.47,broken clouds
374,Manta,-0.95,-80.73,80.6,69,75,8.05,broken clouds
375,Maragogi,-9.01,-35.22,78.19,79,0,9.22,clear sky
376,Gazojak,41.19,61.4,30.49,86,0,4.94,clear sky
377,Evensk,61.95,159.23,1.02,85,13,10.42,few clouds
378,Beyneu,45.32,55.2,30.16,87,89,3.58,overcast clouds
379,Camacha,33.08,-16.33,68.0,82,40,9.17,scattered clouds
380,Huilong,31.81,121.66,60.01,85,0,5.17,clear sky
381,Alofi,-19.06,-169.92,78.8,83,75,14.99,broken clouds
382,Rocky Mountain House,52.37,-114.92,24.8,62,84,2.24,broken clouds
383,Muros,42.78,-9.06,57.99,88,100,7.31,overcast clouds
384,Batemans Bay,-35.72,150.18,64.0,97,84,2.68,broken clouds
385,Gafanha Da Encarnacao,40.62,-8.73,60.01,86,99,1.19,overcast clouds
386,Saint Anthony,45.02,-93.22,28.99,74,90,6.93,overcast clouds
387,Svetlaya,46.54,138.33,42.67,77,99,9.37,overcast clouds
388,Maridi,4.92,29.47,71.35,74,28,2.73,scattered clouds
389,San Juan De Uraba,8.76,-76.53,84.02,70,51,7.56,broken clouds
390,Bathsheba,13.22,-59.52,86.0,70,20,12.75,few clouds
391,Leua,48.22,18.61,46.0,95,100,1.99,overcast clouds
392,Hambantota,6.12,81.12,78.35,83,91,4.09,overcast clouds
393,Leningradskiy,69.38,178.42,17.78,94,100,8.57,light snow
394,Atar,20.52,-13.05,85.98,14,99,8.84,overcast clouds
395,Luderitz,-26.65,15.16,63.19,69,0,1.77,clear sky
396,Narsaq,60.92,-46.05,21.2,53,20,1.12,few clouds
397,Te Karaka,-38.47,177.87,69.44,51,0,1.34,clear sky
398,Nara,34.69,135.8,55.0,76,0,2.91,clear sky
399,Bitung,1.45,125.18,73.4,94,20,2.24,few clouds
400,Bulaevo,54.91,70.44,22.55,94,85,11.56,overcast clouds
401,Semey,50.41,80.23,30.09,89,30,9.64,scattered clouds
402,Itupiranga,-5.13,-49.33,95.0,50,40,3.36,scattered clouds
403,Varhaug,58.61,5.65,48.99,83,100,5.99,overcast clouds
404,Olafsvik,64.89,-23.71,38.1,82,100,23.78,overcast clouds
405,Port Hardy,50.7,-127.42,42.8,93,90,20.8,overcast clouds
406,Geraldton,-28.77,114.6,59.0,87,75,5.82,broken clouds
407,Gueret,46.17,1.87,53.6,76,0,2.24,clear sky
408,Namibe,-15.2,12.15,71.96,80,80,4.09,broken clouds
409,Ixtapa,20.7,-105.2,84.2,62,5,10.29,clear sky
410,Puerto Carreno,6.19,-67.49,92.35,53,1,3.6,light rain
411,Havre,49.58,0.33,51.8,76,0,6.93,clear sky
412,Vorozhba,51.17,34.22,29.61,93,66,3.18,broken clouds
413,Gigmoto,13.78,124.39,80.08,84,46,7.4,scattered clouds
414,Brae,60.4,-1.35,50.0,87,40,11.41,scattered clouds
415,Marang,5.21,103.21,77.0,100,20,2.98,few clouds
416,Mana,5.66,-53.78,81.46,82,97,10.47,overcast clouds
417,Mutoko,-17.4,32.23,66.61,76,100,8.84,overcast clouds
418,Inhambane,-23.86,35.38,69.06,76,23,10.07,few clouds
419,San Rafael Del Sur,11.85,-86.44,87.8,70,40,5.66,scattered clouds
420,Kavieng,-2.57,150.8,82.6,73,63,4.56,broken clouds
421,Saldanha,-33.01,17.94,69.8,37,0,6.93,clear sky
422,Daru,-9.08,143.21,76.69,84,45,8.12,scattered clouds
423,Mehamn,71.04,27.85,37.4,86,0,26.4,clear sky
424,Zhezkazgan,47.8,67.71,27.18,89,58,8.9,broken clouds
425,El Alto,-4.27,-81.21,78.8,54,40,20.8,scattered clouds
426,Bintulu,3.17,113.03,77.0,100,40,3.89,scattered clouds
427,Kyra,49.58,111.98,21.56,89,17,2.93,few clouds
428,Viedma,-40.81,-63.0,78.89,44,66,11.99,broken clouds
429,Erzurum,40.0,41.5,26.6,86,0,2.01,clear sky
430,Iracoubo,5.48,-53.2,81.99,78,100,10.76,overcast clouds
431,Swan River,52.11,-101.27,5.0,77,28,10.29,scattered clouds
432,Port Hedland,-20.32,118.57,77.0,65,5,10.29,clear sky
433,Panlaitan,12.12,119.85,81.7,82,93,13.65,light rain
434,San Luis,-33.3,-66.34,87.04,25,28,5.17,scattered clouds
435,Almansa,38.87,-1.1,57.99,75,89,3.98,overcast clouds
436,Olinda,-8.01,-34.86,80.6,74,40,8.05,scattered clouds
437,Hofn,64.25,-15.21,44.98,91,100,28.16,light rain
438,Margate,51.38,1.39,52.0,82,98,1.01,overcast clouds
439,Bukene,-4.23,32.88,71.15,68,22,0.87,light rain
440,Netarhat,23.48,84.27,62.29,78,88,0.54,overcast clouds
441,Lasa,46.62,10.7,39.99,57,5,0.58,clear sky
442,Malakal,9.53,31.66,81.88,38,1,4.63,clear sky
443,Dalvik,65.97,-18.53,37.4,74,90,5.82,overcast clouds
444,Aksarka,66.56,67.8,-4.88,92,87,8.46,overcast clouds
445,Morant Bay,17.88,-76.41,86.0,79,40,8.05,scattered clouds
446,Taltal,-25.4,-70.48,64.89,57,23,5.82,few clouds
447,Cape Coast,5.11,-1.25,80.29,81,11,7.29,few clouds
448,Kapit,2.02,112.93,74.41,95,96,1.3,light rain
449,Coolum Beach,-26.53,153.1,70.0,74,23,3.0,few clouds
450,Tuy Hoa,13.08,109.3,72.03,85,100,10.4,overcast clouds
451,Coos Bay,43.37,-124.22,51.01,87,75,9.17,broken clouds
452,Preobrazheniye,42.9,133.91,43.7,82,0,8.79,clear sky
453,Pozo Colorado,-23.49,-58.8,92.44,40,48,4.97,scattered clouds
454,Cananeia,-25.01,-47.93,75.54,80,100,4.5,overcast clouds
455,Mailsi,29.8,72.18,62.82,31,0,0.4,clear sky
456,Izumo,35.37,132.77,42.8,100,20,5.82,few clouds
457,Dhana,23.75,78.85,69.57,67,79,5.95,broken clouds
458,Bubaque,11.28,-15.83,84.69,72,0,9.37,clear sky
459,Leh,34.17,77.58,30.29,67,0,2.71,clear sky
460,Jizan,17.33,42.67,86.0,74,40,4.7,scattered clouds
461,Swiecie,53.41,18.45,44.01,77,86,7.52,overcast clouds
462,Kachiry,53.07,76.1,25.59,95,5,11.9,clear sky
463,Umkomaas,-30.21,30.8,67.68,73,96,11.5,overcast clouds
464,Hobyo,5.35,48.53,79.57,78,1,11.92,clear sky
465,Pokaran,26.92,71.92,69.8,24,0,6.71,heavy intensity rain
466,Inta,66.03,60.17,0.14,94,94,3.76,overcast clouds
467,Wasserburg,48.44,10.27,48.0,91,21,4.07,few clouds
468,Kardla,59.0,22.75,41.0,84,100,5.99,overcast clouds
469,George,-33.96,22.46,64.4,93,0,2.24,clear sky
470,Yingkou,40.66,122.23,43.66,57,0,12.12,clear sky
471,Vestmanna,62.16,-7.17,48.2,93,100,23.04,moderate rain
472,Arawa,-6.21,155.54,78.57,82,35,1.63,light rain
473,Pisco,-13.7,-76.22,68.0,82,0,11.41,clear sky
474,Puerto Colombia,10.99,-74.95,78.8,94,75,6.93,broken clouds
475,Pervomayskiy,53.25,40.29,34.0,76,29,7.09,scattered clouds
476,Atbasar,51.8,68.33,23.14,97,95,10.78,overcast clouds
477,Minturno,41.26,13.72,59.0,87,40,4.7,mist
478,Poshekhonye,58.5,39.14,29.79,98,55,5.32,broken clouds
479,Comodoro Rivadavia,-45.87,-67.5,80.6,21,75,13.87,broken clouds
480,Moree,-29.47,149.85,66.2,77,90,21.92,thunderstorm
481,Rabo De Peixe,37.8,-25.58,57.2,76,20,5.82,few clouds
482,Gamba,-2.65,10.0,77.94,90,100,3.2,light rain
483,Awbari,26.59,12.78,63.36,37,93,4.97,overcast clouds
484,Bozeman,45.68,-111.04,30.99,42,1,3.36,clear sky
485,Novouzensk,50.46,48.14,30.07,90,65,12.44,broken clouds
486,Imeni Poliny Osipenko,52.42,136.49,24.12,98,100,12.24,snow
487,Devesel,44.47,22.67,46.99,8,99,5.01,overcast clouds
488,Kumluca,36.37,30.29,66.52,54,0,3.78,clear sky
489,Winnemucca,40.97,-117.74,35.6,55,1,5.82,clear sky
490,Lagunas,-5.23,-75.68,83.05,66,100,4.41,overcast clouds
491,Pundri,29.75,76.55,63.16,30,0,2.8,clear sky
492,Puerto Ayacucho,5.66,-67.62,89.37,67,64,2.46,heavy intensity rain
493,Dunedin,-45.87,170.5,60.01,72,1,2.26,clear sky
494,Kavaratti,10.57,72.64,82.22,70,0,6.98,clear sky
495,Terrace,54.52,-128.6,33.8,100,90,3.36,fog
496,Abnub,27.27,31.15,75.2,38,0,9.17,clear sky
497,Aban,56.67,96.06,27.32,96,99,9.06,light snow
498,Simcoe,42.83,-80.3,48.99,42,0,3.36,clear sky
499,Batagay,67.63,134.63,-9.27,88,98,3.36,overcast clouds
500,Lodja,-3.48,23.43,72.48,85,100,0.69,overcast clouds
501,Santa Luzia,-19.77,-43.85,75.2,78,75,4.7,moderate rain
502,Sao Gabriel Da Cachoeira,-0.13,-67.09,92.46,52,97,3.0,overcast clouds
503,Moctezuma,29.8,-109.67,75.87,29,30,8.32,scattered clouds
504,Touros,-5.2,-35.46,82.4,65,40,14.99,scattered clouds
505,Mount Gambier,-37.83,140.77,53.6,93,75,6.93,broken clouds
506,Chapais,49.78,-74.85,33.8,64,75,5.82,broken clouds
507,Nishihara,26.18,127.76,71.6,88,90,19.46,light rain
508,Fonte Boa,-2.5,-66.27,91.83,52,81,1.68,broken clouds
509,Dezhou,37.45,116.29,46.65,52,0,7.31,clear sky
510,Guerrero Negro,27.98,-114.06,72.39,43,9,9.98,clear sky
511,Pimenta Bueno,-11.67,-61.19,96.71,32,7,2.04,clear sky
512,Oleksandrivka,48.96,32.23,34.97,84,96,6.58,overcast clouds
513,Barsovo,61.17,73.17,19.4,100,90,6.71,light snow
514,Letlhakane,-21.42,25.58,73.0,51,68,17.0,broken clouds
515,Ballangen,68.34,16.83,41.0,75,0,13.87,clear sky
516,Sinnamary,5.38,-52.95,82.35,77,96,10.27,overcast clouds
517,Rawson,-43.3,-65.1,74.91,27,2,8.23,clear sky
518,Imperia,43.97,7.78,59.0,93,40,2.24,scattered clouds
519,Vestmannaeyjar,63.44,-20.27,44.74,77,31,15.32,scattered clouds
520,Moranbah,-22.0,148.05,68.29,68,1,2.13,clear sky
521,Khakhea,-24.69,23.49,78.24,35,2,14.32,clear sky
522,Chik,54.99,82.43,26.6,92,90,11.18,light snow
523,Manokwari,-0.87,134.08,79.12,75,100,2.93,overcast clouds
524,Itaituba,-4.28,-55.98,93.2,56,20,5.82,few clouds
525,Fort Nelson,58.81,-122.7,3.2,84,75,1.19,broken clouds
526,Shuya,56.85,41.39,29.16,97,7,6.08,clear sky
527,Avera,33.19,-82.53,80.6,78,90,8.05,overcast clouds
528,Mayskiy,47.69,40.1,30.2,80,0,4.47,clear sky
529,Tignere,7.37,12.65,70.84,47,95,2.86,overcast clouds
530,Hede,33.77,120.25,51.39,87,0,0.85,clear sky
531,Nkan,0.38,9.78,80.6,83,40,5.82,scattered clouds
532,Raudeberg,61.99,5.14,55.99,58,100,14.58,overcast clouds
533,Burnie,-41.07,145.92,55.0,90,21,5.01,few clouds
534,Qasigiannguit,68.82,-51.19,24.8,79,90,20.8,light shower snow
535,Alekseyevka,50.63,38.69,32.04,92,66,3.62,broken clouds
536,Le Port,-20.94,55.29,71.6,73,0,5.82,clear sky
537,Lata,40.16,-8.33,62.6,77,0,2.24,clear sky
538,Iquitos,-3.75,-73.25,84.2,74,75,5.82,light rain
539,Mhango,-3.28,32.85,69.75,75,3,3.71,light rain
540,Binga,-17.62,27.34,76.55,68,91,3.91,overcast clouds
541,Tessalit,20.2,1.01,72.16,21,0,6.96,clear sky
542,San Luis De La Paz,21.3,-100.52,82.99,30,0,1.01,clear sky
543,Sovetskiy,61.36,63.58,23.36,94,95,10.2,overcast clouds
544,Barra Dos Coqueiros,-10.91,-37.04,82.4,65,20,13.87,few clouds
545,Vilyuysk,63.76,121.62,19.65,98,100,4.83,snow
546,Gillette,44.29,-105.5,30.99,42,1,8.57,clear sky
547,Scranton,41.41,-75.66,46.4,65,75,12.75,broken clouds
548,Sokolo,14.73,-6.12,81.16,16,0,10.22,clear sky
549,Meiganga,6.52,14.3,71.33,53,6,4.7,clear sky
550,Trincomalee,8.57,81.23,82.13,80,100,9.04,moderate rain
551,Slavyanka,42.86,131.38,43.77,68,3,10.51,clear sky
552,Marathon,44.9,-89.77,46.0,67,20,6.93,few clouds
553,Lianzhou,24.78,112.38,55.04,64,0,3.6,clear sky
554,Ust-Nera,64.57,143.2,-18.06,79,51,1.9,broken clouds
555,Smithers,54.78,-127.17,33.8,69,75,2.24,broken clouds
556,Cortland,42.6,-76.08,43.0,70,40,4.7,scattered clouds
557,Pontes E Lacerda,-15.23,-59.34,85.89,57,41,6.17,light rain
558,Marsa Matruh,31.35,27.25,64.4,72,40,5.82,scattered clouds
559,Sirnach,47.46,9.0,46.99,77,73,1.01,broken clouds
560,San Policarpo,12.18,125.51,81.41,84,88,6.53,overcast clouds
561,Pavlodar,52.3,76.95,15.8,85,40,6.71,scattered clouds
562,Yataity Del Norte,-24.83,-56.35,87.4,46,54,4.56,broken clouds
563,Clarksburg,39.28,-80.34,51.01,70,1,6.93,clear sky
564,Jiutai,44.15,125.83,33.8,55,0,6.71,clear sky
565,Nichinan,31.6,131.37,56.23,71,8,4.79,clear sky
566,Casas Grandes,30.37,-107.95,71.06,21,11,1.81,few clouds
567,Hammerfest,70.66,23.68,37.4,74,0,8.05,clear sky
568,Amposta,40.71,0.58,53.01,93,100,1.01,overcast clouds
569,Singkang,2.1,102.8,78.8,94,20,4.7,few clouds
570,Goderich,43.75,-81.72,46.4,61,0,8.05,clear sky
571,Siverek,37.76,39.32,53.6,50,0,6.93,clear sky
572,Atambua,-9.11,124.89,74.86,78,44,1.19,scattered clouds
573,Cumpas,29.98,-109.78,74.89,28,9,9.35,clear sky
574,Canico,32.63,-16.85,68.0,72,20,2.24,few clouds
575,Artvin,41.17,41.83,51.8,87,40,11.41,scattered clouds
576,Sasaguri,33.62,130.53,48.2,93,0,3.36,clear sky
577,Upata,8.01,-62.4,82.6,76,32,4.05,light rain
578,Maneadero,31.72,-116.57,66.0,69,3,4.0,clear sky
579,Namie,37.48,141.0,34.0,96,0,3.29,clear sky
580,Belem De Sao Francisco,-8.75,-38.97,93.69,23,1,9.22,clear sky
581,Pokhara,28.23,83.98,60.98,32,0,4.21,clear sky
582,Uruguaiana,-29.75,-57.09,84.2,39,20,6.93,few clouds
583,Richards Bay,-28.78,32.04,63.52,76,0,3.94,clear sky
584,Galle,6.04,80.22,78.55,84,100,2.62,overcast clouds
585,Las Vegas,36.17,-115.14,64.99,19,1,3.36,clear sky
586,Beloha,-25.17,45.05,70.02,80,51,7.16,broken clouds
587,Kaitangata,-46.28,169.85,60.01,72,98,4.45,overcast clouds
588,Kattivakkam,13.22,80.32,77.0,94,90,3.36,light intensity drizzle
589,Bacalar,18.67,-88.38,86.0,66,75,3.36,broken clouds
590,Qena,26.16,32.72,69.8,46,0,3.36,clear sky
591,Ayagoz,47.97,80.44,28.15,85,100,6.31,overcast clouds
592,Xining,36.62,101.77,38.05,75,100,1.72,overcast clouds
593,Esperance,-33.87,121.9,51.8,87,29,9.17,scattered clouds
594,Msanga,-6.05,36.03,74.7,64,25,6.91,light rain
595,Antalaha,-14.9,50.28,75.22,81,84,2.53,broken clouds
596,Polunochnoye,60.87,60.42,18.21,94,100,11.14,overcast clouds
597,Amuntai,-2.42,115.25,75.6,88,24,1.83,few clouds
598,Okhotsk,59.38,143.3,7.41,86,53,10.09,broken clouds
599,Odweyne,9.41,45.06,69.8,24,4,11.32,clear sky
600,Kailua,21.4,-157.74,80.6,61,20,13.87,few clouds
601,Sivas,39.79,37.0,35.6,74,0,2.24,clear sky
602,Chicama,-7.84,-79.15,66.2,77,20,16.11,mist
603,Remanso,-9.62,-42.08,85.01,50,16,3.18,few clouds
604,Launceston,-41.45,147.17,55.0,87,75,13.87,broken clouds
605,Nyazepetrovsk,56.05,59.6,24.13,97,100,8.57,light snow
606,Parrita,9.52,-84.32,78.8,78,40,9.17,scattered clouds
607,Narayanganj,23.62,90.5,78.8,74,0,5.44,haze
608,Sistranda,63.73,8.83,48.2,66,0,13.87,clear sky
609,Stanger,-29.33,31.29,68.0,72,90,5.82,overcast clouds
610,Oktyabrskoye,43.06,44.74,23.0,92,0,6.71,clear sky
611,Volnovakha,47.6,37.5,36.0,53,45,5.99,scattered clouds
612,Caravelas,-17.71,-39.25,77.77,72,83,11.1,broken clouds
613,Coria,39.99,-6.54,54.23,72,93,4.29,overcast clouds
614,Bokhan,53.15,103.77,27.5,93,1,8.63,clear sky
615,Manggar,-2.88,108.27,80.19,81,98,1.81,overcast clouds
616,Mayya,61.73,130.28,9.05,84,75,6.71,broken clouds
617,Scarborough,54.28,-0.4,50.0,83,58,3.0,broken clouds
618,Huarmey,-10.07,-78.15,70.21,64,18,11.74,few clouds
619,Santa Rosalia,27.32,-112.28,69.58,52,0,7.45,clear sky
620,Klyuchi,52.27,79.17,26.31,97,93,12.19,overcast clouds
621,Mandalgovi,45.76,106.27,28.44,78,0,6.87,clear sky
622,Petropavlovsk-Kamchatskiy,53.05,158.65,23.0,79,0,6.71,clear sky
623,Pocoes,-14.53,-40.37,74.66,68,0,3.38,clear sky
624,Raul Soares,-20.1,-42.45,79.3,79,100,6.22,moderate rain
625,Guangzhou,23.12,113.25,68.0,42,0,13.42,clear sky
626,Darhan,49.49,105.92,29.98,83,46,6.71,scattered clouds
627,Engen,47.85,8.77,48.0,68,39,1.99,scattered clouds
628,Santa Isabel Do Rio Negro,-0.41,-65.02,92.43,50,58,3.49,broken clouds
629,Baghdad,33.34,44.4,64.4,55,0,4.7,clear sky
630,Bloemfontein,-29.12,26.21,68.0,49,5,6.93,clear sky
631,Bela,25.93,81.98,72.27,48,0,6.11,clear sky
632,Saint-Georges,12.06,-61.75,80.6,88,75,8.05,shower rain
633,Sao Domingos Do Maranhao,-5.58,-44.39,82.99,65,84,5.21,broken clouds
634,Yumen,40.28,97.2,31.14,74,20,7.52,few clouds
635,Nurota,40.56,65.69,26.6,68,0,2.24,clear sky
636,San Jose,37.34,-121.89,64.0,54,40,2.91,haze
637,Muroto,33.28,134.15,65.35,75,95,17.0,overcast clouds
638,Taupo,-38.68,176.08,52.0,91,56,2.06,broken clouds
639,Bar Harbor,44.39,-68.2,52.0,57,90,5.82,overcast clouds
640,Kresek,-6.13,106.38,82.0,83,40,4.7,haze
641,Galveston,29.37,-94.97,78.8,54,1,9.17,clear sky
642,San Francisco,37.77,-122.42,59.0,66,20,5.41,few clouds
643,Port Blair,11.67,92.75,81.1,79,41,14.94,scattered clouds
644,Mianyang,31.46,104.75,65.46,57,100,1.57,overcast clouds
645,Hirara,24.8,125.28,75.65,86,100,21.85,light rain
646,Puerto Madryn,-42.77,-65.04,70.36,37,0,13.96,clear sky
647,Borovskoy,53.8,64.15,25.74,86,98,13.24,overcast clouds
648,Abapo,-18.83,-63.47,80.11,68,60,1.57,moderate rain
649,Tumpat,6.2,102.17,77.0,94,20,3.36,few clouds
650,Reshetnikovo,56.45,36.57,35.28,98,100,3.53,overcast clouds
651,Manakara,-22.13,48.02,70.75,91,2,6.02,light rain
652,Biak,-0.91,122.88,77.94,81,44,0.81,scattered clouds
653,Labuhan,-6.88,112.21,82.13,78,98,5.44,overcast clouds
654,Salinopolis,-0.61,-47.36,82.6,75,65,11.27,broken clouds
655,Arkhara,49.42,130.08,21.36,97,100,14.74,light snow
656,Mazyr,52.05,29.25,37.72,82,100,8.59,overcast clouds
657,Gondanglegi,-7.75,112.01,77.56,79,57,1.63,broken clouds
658,Puerto Cabezas,14.04,-83.39,87.8,79,75,9.17,haze
659,Decatur,39.84,-88.95,54.0,46,1,12.75,clear sky
660,Tonj,7.27,28.68,78.48,44,50,2.26,scattered clouds
661,Yenagoa,4.92,6.26,78.37,88,70,3.18,broken clouds
662,Nizwa,22.93,57.53,65.93,35,0,0.54,clear sky
663,Krasnyy Chikoy,50.36,108.75,22.3,91,60,3.78,broken clouds
664,Demyansk,57.64,32.47,37.53,96,100,2.71,overcast clouds
665,Dinar,38.06,30.17,46.4,61,0,4.7,clear sky
666,Masindi,1.67,31.71,65.28,92,37,1.23,scattered clouds
667,Korla,41.76,86.15,34.29,68,0,0.67,clear sky
668,Aswan,24.09,32.91,68.32,33,0,11.54,clear sky
669,Nouakchott,18.09,-15.98,87.8,10,48,6.93,scattered clouds
670,Amapa,1.0,-52.0,79.2,85,100,6.96,very heavy rain
671,Cockburn Town,21.46,-71.14,81.79,76,19,25.59,few clouds
672,Antofagasta,-23.65,-70.4,66.2,59,20,14.99,few clouds
673,Nizhneangarsk,55.78,109.55,26.13,93,60,3.27,broken clouds
674,Coihueco,-36.62,-71.83,77.0,38,0,6.93,clear sky
675,Skibbereen,51.55,-9.27,51.8,93,75,24.16,broken clouds
676,Hualmay,-11.1,-77.61,69.03,67,74,10.18,broken clouds
677,Lebedyn,50.59,34.48,30.96,92,100,3.31,overcast clouds
678,Doha,25.29,51.53,82.4,74,0,6.93,clear sky
679,Magadan,59.57,150.8,3.74,84,0,6.96,clear sky
680,Shwebo,22.57,95.7,68.32,86,0,5.19,clear sky
681,Banjar,-8.19,114.97,82.4,83,40,2.24,scattered clouds
682,Nizhniy Lomov,53.53,43.68,29.62,96,65,10.67,broken clouds
683,Roseto Degli Abruzzi,42.67,14.02,54.0,93,100,2.24,overcast clouds
684,Muravlenko,63.79,74.52,1.17,94,90,7.27,overcast clouds
685,Tortoli,39.93,9.66,64.4,88,40,2.24,scattered clouds
686,Chipinge,-20.19,32.62,62.15,94,55,7.56,light rain
687,Vredendal,-31.67,18.5,77.23,26,0,3.15,clear sky
688,Skagen,57.72,10.58,45.0,89,100,13.0,overcast clouds
689,Kaeo,-35.1,173.78,61.0,80,1,4.0,clear sky
690,Sarakhs,36.54,61.16,48.2,100,100,2.24,overcast clouds
691,Sagopshi,43.48,44.59,23.0,92,0,6.71,clear sky
692,Severo-Yeniseyskiy,60.37,93.04,13.53,97,100,4.65,overcast clouds
693,Hovd,48.01,91.64,31.41,76,11,3.71,few clouds
694,Sungaipenuh,-2.08,101.38,64.29,93,99,3.65,overcast clouds
695,Nanortalik,60.14,-45.24,30.13,91,100,3.58,overcast clouds
696,Galdar,28.15,-15.65,71.6,83,0,11.41,clear sky
697,Tuburan,6.64,122.27,81.12,76,54,1.5,broken clouds
698,Kaniama,-7.57,24.18,67.62,95,96,3.22,light rain
699,Egvekinot,66.32,-179.17,18.64,94,100,21.16,overcast clouds
700,Villa Maria,-32.41,-63.24,93.0,29,46,1.99,scattered clouds
701,Pokhvistnevo,53.65,52.13,28.56,90,100,6.93,overcast clouds
702,Port Lincoln,-34.73,135.87,53.67,75,9,11.25,clear sky
703,Ca Mau,9.18,105.15,76.86,90,100,5.48,overcast clouds
704,Burns Lake,54.23,-125.75,32.0,89,100,2.24,overcast clouds
